OrderID,OrderDate,CustomerName,Segment,Category,ProductName,Quantity,UnitPrice,Discount,Revenue,Profit,Region
22,2023-01-01 21:00:00,Customer_309,Consumer,Office Supplies,Product_84,9,357.92,0.0,3221.28,426.77,East
23,2023-01-01 22:00:00,Customer_258,Corporate,Office Supplies,Product_156,5,371.14,0.05,1762.91,140.17,Central
24,2023-01-01 23:00:00,Customer_344,Home Office,Office Supplies,Product_151,7,61.26,0.0,428.82,88.06,Central
25,2023-01-02 00:00:00,Customer_492,Consumer,Technology,Product_176,9,349.79,0.2,2518.49,412.4,South
26,2023-01-02 01:00:00,Customer_414,Home Office,Technology,Product_195,4,99.06,0.0,396.24,111.12,West
27,2023-01-02 02:00:00,Customer_294,Home Office,Office Supplies,Product_107,9,58.03,0.1,470.04,81.34,Central
28,2023-01-02 03:00:00,Customer_386,Corporate,Office Supplies,Product_134,1,381.01,0.0,381.01,107.41,South
29,2023-01-02 04:00:00,Customer_192,Corporate,Technology,Product_276,6,445.81,0.0,2674.86,186.33,Central
30,2023-01-02 05:00:00,Customer_444,Corporate,Technology,Product_155,2,361.19,0.0,722.38,186.11,West
31,2023-01-02 06:00:00,Customer_277,Corporate,Technology,Product_277,8,404.73,0.1,2914.06,698.73,Central
32,2023-01-02 07:00:00,Customer_161,Corporate,Office Supplies,Product_236,5,495.63,0.0,2478.15,569.96,West
33,2023-01-02 08:00:00,Customer_460,Corporate,Furniture,Product_240,3,76.03,0.0,228.09,31.66,South
34,2023-01-02 09:00:00,Customer_314,Corporate,Furniture,Product_13,2,482.92,0.0,965.84,237.54,East
35,2023-01-02 10:00:00,Customer_22,Corporate,Furniture,Product_35,8,304.59,0.2,1949.38,333.0,South
36,2023-01-02 11:00:00,Customer_253,Consumer,Furniture,Product_47,7,408.49,0.0,2859.43,654.24,East
37,2023-01-02 12:00:00,Customer_236,Home Office,Office Supplies,Product_214,9,328.58,0.0,2957.22,556.13,South
38,2023-01-02 13:00:00,Customer_345,Corporate,Furniture,Product_146,8,289.32,0.1,2083.1,186.15,East
39,2023-01-02 14:00:00,Customer_49,Corporate,Technology,Product_159,4,354.77,0.1,1277.17,84.47,South
40,2023-01-02 15:00:00,Customer_475,Home Office,Technology,Product_125,2,166.93,0.0,333.86,47.26,West
41,2023-01-02 16:00:00,Customer_59,Consumer,Furniture,Product_110,2,462.89,0.1,833.2,235.96,East
42,2023-01-02 17:00:00,Customer_170,Home Office,Technology,Product_37,2,66.49,0.0,132.98,24.26,East
43,2023-01-02 18:00:00,Customer_476,Home Office,Office Supplies,Product_277,6,165.84,0.0,995.04,249.31,West
44,2023-01-02 19:00:00,Customer_188,Corporate,Furniture,Product_14,7,25.27,0.05,168.05,32.6,West
45,2023-01-02 20:00:00,Customer_464,Home Office,Furniture,Product_232,6,142.95,0.05,814.82,235.87,East
46,2023-01-02 21:00:00,Customer_271,Home Office,Office Supplies,Product_124,2,116.92,0.0,233.84,33.29,East
47,2023-01-02 22:00:00,Customer_190,Corporate,Technology,Product_279,4,34.32,0.0,137.28,8.82,East
48,2023-01-02 23:00:00,Customer_446,Corporate,Office Supplies,Product_111,3,250.97,0.0,752.91,184.59,Central
49,2023-01-03 00:00:00,Customer_175,Corporate,Office Supplies,Product_124,4,239.63,0.05,910.59,206.13,South
50,2023-01-03 01:00:00,Customer_446,Corporate,Technology,Product_30,5,48.1,0.2,192.4,34.99,West
51,2023-01-03 02:00:00,Customer_51,Home Office,Office Supplies,Product_115,7,138.31,0.0,968.17,127.41,West
52,2023-01-03 03:00:00,Customer_364,Home Office,Technology,Product_90,9,477.13,0.05,4079.46,395.98,South
53,2023-01-03 04:00:00,Customer_55,Consumer,Technology,Product_212,2,64.26,0.0,128.52,21.92,West
54,2023-01-03 05:00:00,Customer_244,Consumer,Office Supplies,Product_38,8,159.46,0.0,1275.68,276.25,West
55,2023-01-03 06:00:00,Customer_320,Home Office,Technology,Product_83,3,27.57,0.0,82.71,16.11,East
56,2023-01-03 07:00:00,Customer_131,Consumer,Office Supplies,Product_27,9,82.95,0.0,746.55,118.98,West
57,2023-01-03 08:00:00,Customer_485,Home Office,Technology,Product_217,4,352.7,0.0,1410.8,260.89,Central
58,2023-01-03 09:00:00,Customer_307,Consumer,Furniture,Product_215,3,189.69,0.1,512.16,39.43,Central
59,2023-01-03 10:00:00,Customer_135,Corporate,Technology,Product_221,6,231.52,0.0,1389.12,311.11,East
60,2023-01-03 11:00:00,Customer_21,Consumer,Technology,Product_15,9,86.92,0.0,782.28,182.71,East
61,2023-01-03 12:00:00,Customer_329,Corporate,Office Supplies,Product_259,7,344.25,0.05,2289.26,121.02,West
62,2023-01-03 13:00:00,Customer_167,Corporate,Technology,Product_266,4,378.25,0.0,1513.0,177.97,East
63,2023-01-03 14:00:00,Customer_274,Corporate,Furniture,Product_120,3,98.74,0.0,296.22,21.63,East
64,2023-01-03 15:00:00,Customer_388,Corporate,Furniture,Product_128,4,32.05,0.0,128.2,38.4,South
65,2023-01-03 16:00:00,Customer_89,Consumer,Technology,Product_211,3,49.66,0.05,141.53,28.07,East
66,2023-01-03 17:00:00,Customer_316,Home Office,Technology,Product_11,3,331.95,0.0,995.85,165.74,Central
67,2023-01-03 18:00:00,Customer_14,Corporate,Furniture,Product_176,9,76.4,0.0,687.6,113.97,West
68,2023-01-03 19:00:00,Customer_242,Consumer,Office Supplies,Product_133,4,252.02,0.0,1008.08,293.55,East
69,2023-01-03 20:00:00,Customer_265,Corporate,Furniture,Product_14,9,84.79,0.2,610.49,131.23,South
70,2023-01-03 21:00:00,Customer_346,Consumer,Furniture,Product_50,5,93.37,0.0,466.85,43.03,West
71,2023-01-03 22:00:00,Customer_53,Consumer,Technology,Product_72,7,12.14,0.0,84.98,13.77,West
72,2023-01-03 23:00:00,Customer_386,Consumer,Technology,Product_69,5,167.2,0.0,836.0,203.61,West
73,2023-01-04 00:00:00,Customer_340,Home Office,Furniture,Product_16,1,54.0,0.0,54.0,8.42,South
74,2023-01-04 01:00:00,Customer_92,Consumer,Office Supplies,Product_56,2,203.04,0.0,406.08,51.73,Central
75,2023-01-04 02:00:00,Customer_367,Consumer,Furniture,Product_105,5,302.91,0.1,1363.1,405.94,South
76,2023-01-04 03:00:00,Customer_444,Home Office,Furniture,Product_132,6,190.09,0.0,1140.54,323.81,South
77,2023-01-04 04:00:00,Customer_455,Home Office,Office Supplies,Product_48,7,355.49,0.05,2364.01,674.66,West
78,2023-01-04 05:00:00,Customer_428,Consumer,Furniture,Product_248,2,373.31,0.05,709.29,58.81,South
79,2023-01-04 06:00:00,Customer_264,Home Office,Furniture,Product_273,9,351.34,0.0,3162.06,343.29,West
80,2023-01-04 07:00:00,Customer_431,Corporate,Technology,Product_111,6,468.99,0.0,2813.94,451.68,East
81,2023-01-04 08:00:00,Customer_35,Corporate,Office Supplies,Product_38,2,126.27,0.1,227.29,58.65,East
82,2023-01-04 09:00:00,Customer_206,Home Office,Technology,Product_240,2,102.83,0.05,195.38,45.76,South
83,2023-01-04 10:00:00,Customer_81,Home Office,Technology,Product_121,3,308.76,0.0,926.28,243.07,Central
84,2023-01-04 11:00:00,Customer_420,Consumer,Office Supplies,Product_48,1,301.49,0.0,301.49,84.47,West
85,2023-01-04 12:00:00,Customer_50,Home Office,Office Supplies,Product_10,9,259.95,0.0,2339.55,573.64,South
86,2023-01-04 13:00:00,Customer_360,Consumer,Furniture,Product_233,4,12.13,0.0,48.52,5.6,South
87,2023-01-04 14:00:00,Customer_388,Corporate,Technology,Product_36,5,282.07,0.0,1410.35,171.16,Central
88,2023-01-04 15:00:00,Customer_2,Home Office,Office Supplies,Product_4,7,467.07,0.2,2615.59,361.27,West
89,2023-01-04 16:00:00,Customer_390,Consumer,Technology,Product_44,1,173.94,0.0,173.94,21.88,South
90,2023-01-04 17:00:00,Customer_54,Consumer,Technology,Product_56,3,484.12,0.1,1307.12,146.76,Central
91,2023-01-04 18:00:00,Customer_106,Corporate,Office Supplies,Product_42,3,184.81,0.0,554.43,132.02,West
92,2023-01-04 19:00:00,Customer_260,Home Office,Furniture,Product_255,2,78.53,0.0,157.06,9.19,East
93,2023-01-04 20:00:00,Customer_310,Corporate,Technology,Product_228,8,205.22,0.05,1559.67,362.0,Central
94,2023-01-04 21:00:00,Customer_477,Consumer,Office Supplies,Product_114,5,252.36,0.0,1261.8,322.88,South
95,2023-01-04 22:00:00,Customer_191,Consumer,Furniture,Product_237,1,318.44,0.0,318.44,21.18,East
96,2023-01-04 23:00:00,Customer_402,Home Office,Technology,Product_174,2,257.39,0.0,514.78,33.7,West
97,2023-01-05 00:00:00,Customer_218,Consumer,Office Supplies,Product_255,1,272.99,0.0,272.99,33.13,Central
98,2023-01-05 01:00:00,Customer_44,Home Office,Technology,Product_277,6,21.79,0.0,130.74,13.35,East
99,2023-01-05 02:00:00,Customer_162,Corporate,Office Supplies,Product_69,9,134.27,0.2,966.74,188.79,East
100,2023-01-05 03:00:00,Customer_202,Home Office,Office Supplies,Product_230,7,162.24,0.1,1022.11,223.7,South
101,2023-01-05 04:00:00,Customer_446,Home Office,Technology,Product_67,5,493.67,0.0,2468.35,514.74,East
102,2023-01-05 05:00:00,Customer_484,Consumer,Technology,Product_36,3,154.83,0.05,441.27,61.48,South
103,2023-01-05 06:00:00,Customer_270,Consumer,Office Supplies,Product_159,8,449.32,0.0,3594.56,627.61,West
104,2023-01-05 07:00:00,Customer_351,Home Office,Furniture,Product_149,4,159.32,0.0,637.28,133.83,South
105,2023-01-05 08:00:00,Customer_304,Consumer,Technology,Product_27,9,57.09,0.0,513.81,41.03,Central
106,2023-01-05 09:00:00,Customer_271,Consumer,Office Supplies,Product_72,5,131.33,0.0,656.65,70.51,East
107,2023-01-05 10:00:00,Customer_456,Consumer,Office Supplies,Product_248,6,143.69,0.0,862.14,235.04,West
108,2023-01-05 11:00:00,Customer_462,Home Office,Furniture,Product_101,5,489.34,0.0,2446.7,331.73,South
109,2023-01-05 12:00:00,Customer_215,Consumer,Furniture,Product_190,7,340.4,0.0,2382.8,596.39,South
110,2023-01-05 13:00:00,Customer_252,Home Office,Furniture,Product_96,7,466.52,0.0,3265.64,368.19,South
111,2023-01-05 14:00:00,Customer_190,Consumer,Technology,Product_282,1,419.15,0.1,377.24,22.79,West
112,2023-01-05 15:00:00,Customer_296,Corporate,Office Supplies,Product_278,2,293.51,0.2,469.62,82.23,West
113,2023-01-05 16:00:00,Customer_213,Consumer,Office Supplies,Product_17,7,340.94,0.0,2386.58,651.82,Central
114,2023-01-05 17:00:00,Customer_208,Consumer,Office Supplies,Product_263,8,316.17,0.0,2529.36,644.53,West
115,2023-01-05 18:00:00,Customer_237,Home Office,Furniture,Product_107,4,336.47,0.05,1278.59,144.78,South
116,2023-01-05 19:00:00,Customer_338,Home Office,Office Supplies,Product_68,6,139.74,0.05,796.52,221.02,West
117,2023-01-05 20:00:00,Customer_367,Consumer,Technology,Product_128,3,209.98,0.05,598.44,101.69,South
118,2023-01-05 21:00:00,Customer_53,Corporate,Furniture,Product_293,7,300.38,0.0,2102.66,130.89,Central
119,2023-01-05 22:00:00,Customer_280,Consumer,Furniture,Product_294,3,27.6,0.0,82.8,4.72,Central
120,2023-01-05 23:00:00,Customer_410,Consumer,Furniture,Product_96,7,246.59,0.0,1726.13,295.65,South
121,2023-01-06 00:00:00,Customer_217,Corporate,Furniture,Product_1,8,431.27,0.0,3450.16,643.73,West
122,2023-01-06 01:00:00,Customer_252,Home Office,Technology,Product_298,3,251.26,0.0,753.78,52.75,West
123,2023-01-06 02:00:00,Customer_188,Consumer,Office Supplies,Product_180,2,280.64,0.05,533.22,149.6,East
124,2023-01-06 03:00:00,Customer_380,Home Office,Technology,Product_181,6,108.93,0.05,620.9,142.53,Central
125,2023-01-06 04:00:00,Customer_493,Home Office,Office Supplies,Product_235,4,399.23,0.0,1596.92,399.74,Central
126,2023-01-06 05:00:00,Customer_41,Corporate,Technology,Product_8,8,185.85,0.0,1486.8,291.42,South
127,2023-01-06 06:00:00,Customer_157,Corporate,Furniture,Product_27,2,478.73,0.0,957.46,206.7,East
128,2023-01-06 07:00:00,Customer_15,Home Office,Furniture,Product_146,4,496.92,0.0,1987.68,292.12,West
129,2023-01-06 08:00:00,Customer_301,Consumer,Technology,Product_91,2,458.84,0.0,917.68,201.73,South
130,2023-01-06 09:00:00,Customer_65,Home Office,Technology,Product_272,2,51.59,0.05,98.02,28.87,West
131,2023-01-06 10:00:00,Customer_345,Consumer,Office Supplies,Product_5,2,173.26,0.0,346.52,73.44,West
132,2023-01-06 11:00:00,Customer_327,Consumer,Technology,Product_82,1,473.12,0.1,425.81,57.66,West
133,2023-01-06 12:00:00,Customer_9,Corporate,Technology,Product_219,4,404.22,0.05,1536.04,186.34,East
134,2023-01-06 13:00:00,Customer_344,Consumer,Office Supplies,Product_118,2,456.48,0.1,821.66,238.97,Central
135,2023-01-06 14:00:00,Customer_129,Consumer,Office Supplies,Product_81,9,290.55,0.0,2614.95,251.69,Central
136,2023-01-06 15:00:00,Customer_492,Home Office,Office Supplies,Product_70,9,245.39,0.0,2208.51,555.55,West
137,2023-01-06 16:00:00,Customer_136,Corporate,Technology,Product_115,7,62.18,0.0,435.26,72.39,East
138,2023-01-06 17:00:00,Customer_472,Consumer,Office Supplies,Product_263,6,421.34,0.0,2528.04,406.86,West
139,2023-01-06 18:00:00,Customer_63,Consumer,Furniture,Product_142,3,375.12,0.0,1125.36,266.58,West
140,2023-01-06 19:00:00,Customer_139,Corporate,Furniture,Product_207,7,38.85,0.05,258.35,22.48,South
141,2023-01-06 20:00:00,Customer_499,Home Office,Furniture,Product_111,1,112.61,0.2,90.09,15.01,East
142,2023-01-06 21:00:00,Customer_81,Corporate,Technology,Product_112,9,283.07,0.1,2292.87,135.18,East
143,2023-01-06 22:00:00,Customer_392,Corporate,Furniture,Product_43,4,345.36,0.0,1381.44,300.6,Central
144,2023-01-06 23:00:00,Customer_163,Consumer,Technology,Product_285,6,77.46,0.0,464.76,30.02,Central
145,2023-01-07 00:00:00,Customer_419,Consumer,Technology,Product_128,6,129.96,0.0,779.76,56.0,West
146,2023-01-07 01:00:00,Customer_289,Home Office,Furniture,Product_185,3,104.62,0.0,313.86,81.98,South
147,2023-01-07 02:00:00,Customer_379,Consumer,Office Supplies,Product_229,4,117.8,0.1,424.08,68.17,South
148,2023-01-07 03:00:00,Customer_261,Consumer,Technology,Product_221,3,461.15,0.0,1383.45,138.68,South
149,2023-01-07 04:00:00,Customer_490,Corporate,Furniture,Product_117,6,360.75,0.0,2164.5,428.89,West
150,2023-01-07 05:00:00,Customer_231,Consumer,Technology,Product_70,1,371.18,0.1,334.06,60.07,Central
151,2023-01-07 06:00:00,Customer_41,Home Office,Office Supplies,Product_70,8,399.06,0.0,3192.48,487.58,East
152,2023-01-07 07:00:00,Customer_28,Corporate,Office Supplies,Product_110,8,184.72,0.2,1182.21,326.71,West
153,2023-01-07 08:00:00,Customer_135,Home Office,Furniture,Product_132,9,385.92,0.0,3473.28,824.43,South
154,2023-01-07 09:00:00,Customer_201,Corporate,Technology,Product_56,6,489.42,0.1,2642.87,232.3,South
155,2023-01-07 10:00:00,Customer_328,Consumer,Technology,Product_89,1,352.21,0.0,352.21,67.87,West
156,2023-01-07 11:00:00,Customer_268,Corporate,Technology,Product_137,3,214.21,0.0,642.63,46.39,South
157,2023-01-07 12:00:00,Customer_418,Corporate,Technology,Product_131,1,361.02,0.0,361.02,40.13,East
158,2023-01-07 13:00:00,Customer_33,Consumer,Furniture,Product_218,5,451.39,0.05,2144.1,594.91,West
159,2023-01-07 14:00:00,Customer_48,Consumer,Office Supplies,Product_176,3,73.09,0.1,197.34,32.66,East
160,2023-01-07 15:00:00,Customer_407,Home Office,Furniture,Product_171,2,139.99,0.0,279.98,76.44,Central
161,2023-01-07 16:00:00,Customer_62,Home Office,Technology,Product_100,3,460.46,0.1,1243.24,113.76,South
162,2023-01-07 17:00:00,Customer_216,Consumer,Technology,Product_129,9,473.65,0.05,4049.71,410.38,South
163,2023-01-07 18:00:00,Customer_293,Consumer,Office Supplies,Product_57,8,247.23,0.0,1977.84,273.35,Central
164,2023-01-07 19:00:00,Customer_99,Consumer,Technology,Product_181,3,193.53,0.0,580.59,82.2,Central
165,2023-01-07 20:00:00,Customer_172,Corporate,Furniture,Product_246,2,148.56,0.0,297.12,70.22,Central
166,2023-01-07 21:00:00,Customer_360,Corporate,Furniture,Product_144,5,254.39,0.0,1271.95,254.2,South
167,2023-01-07 22:00:00,Customer_214,Corporate,Office Supplies,Product_51,1,467.92,0.0,467.92,88.12,Central
168,2023-01-07 23:00:00,Customer_475,Consumer,Furniture,Product_218,4,83.41,0.0,333.64,66.93,West
169,2023-01-08 00:00:00,Customer_35,Home Office,Furniture,Product_104,8,215.72,0.0,1725.76,402.18,Central
170,2023-01-08 01:00:00,Customer_449,Consumer,Furniture,Product_55,1,456.69,0.0,456.69,124.77,West
171,2023-01-08 02:00:00,Customer_227,Corporate,Furniture,Product_257,5,181.07,0.0,905.35,139.14,West
172,2023-01-08 03:00:00,Customer_101,Corporate,Technology,Product_156,4,386.36,0.1,1390.9,348.74,East
173,2023-01-08 04:00:00,Customer_431,Consumer,Furniture,Product_53,6,200.74,0.0,1204.44,209.3,West
174,2023-01-08 05:00:00,Customer_462,Consumer,Office Supplies,Product_187,7,404.41,0.05,2689.33,619.94,West
175,2023-01-08 06:00:00,Customer_131,Corporate,Office Supplies,Product_150,9,490.69,0.0,4416.21,1186.66,Central
176,2023-01-08 07:00:00,Customer_257,Corporate,Furniture,Product_264,1,200.03,0.0,200.03,11.61,South
177,2023-01-08 08:00:00,Customer_5,Corporate,Office Supplies,Product_250,4,424.1,0.05,1611.58,300.81,Central
178,2023-01-08 09:00:00,Customer_218,Consumer,Furniture,Product_298,6,494.32,0.0,2965.92,881.9,East
179,2023-01-08 10:00:00,Customer_255,Corporate,Office Supplies,Product_211,7,492.08,0.0,3444.56,599.55,East
180,2023-01-08 11:00:00,Customer_398,Corporate,Office Supplies,Product_25,7,222.55,0.0,1557.85,414.51,South
181,2023-01-08 12:00:00,Customer_359,Home Office,Furniture,Product_294,8,248.02,0.0,1984.16,191.42,West
182,2023-01-08 13:00:00,Customer_283,Consumer,Furniture,Product_152,8,158.67,0.0,1269.36,255.23,East
183,2023-01-08 14:00:00,Customer_393,Home Office,Technology,Product_24,8,163.87,0.0,1310.96,350.78,South
184,2023-01-08 15:00:00,Customer_207,Home Office,Furniture,Product_252,8,251.31,0.0,2010.48,317.42,Central
185,2023-01-08 16:00:00,Customer_15,Corporate,Furniture,Product_60,8,108.25,0.05,822.7,141.24,Central
186,2023-01-08 17:00:00,Customer_346,Consumer,Technology,Product_66,6,358.45,0.1,1935.63,136.47,Central
187,2023-01-08 18:00:00,Customer_42,Corporate,Furniture,Product_53,9,272.79,0.0,2455.11,148.64,West
188,2023-01-08 19:00:00,Customer_380,Consumer,Furniture,Product_106,3,450.05,0.0,1350.15,225.71,West
189,2023-01-08 20:00:00,Customer_461,Home Office,Technology,Product_96,6,407.19,0.0,2443.14,637.34,South
190,2023-01-08 21:00:00,Customer_179,Consumer,Furniture,Product_176,5,168.01,0.1,756.04,213.83,East
191,2023-01-08 22:00:00,Customer_63,Corporate,Furniture,Product_39,8,257.84,0.0,2062.72,442.79,Central
192,2023-01-08 23:00:00,Customer_352,Corporate,Technology,Product_168,4,377.75,0.0,1511.0,387.72,West
193,2023-01-09 00:00:00,Customer_231,Corporate,Technology,Product_42,4,104.67,0.0,418.68,97.85,West
194,2023-01-09 01:00:00,Customer_241,Consumer,Office Supplies,Product_104,5,25.48,0.05,121.03,27.28,East
195,2023-01-09 02:00:00,Customer_52,Home Office,Furniture,Product_204,6,427.63,0.0,2565.78,621.58,Central
196,2023-01-09 03:00:00,Customer_96,Home Office,Office Supplies,Product_8,4,77.4,0.0,309.6,54.59,Central
197,2023-01-09 04:00:00,Customer_388,Consumer,Office Supplies,Product_282,2,445.81,0.0,891.62,146.66,East
198,2023-01-09 05:00:00,Customer_222,Corporate,Technology,Product_43,2,457.67,0.0,915.34,82.18,South
199,2023-01-09 06:00:00,Customer_485,Home Office,Furniture,Product_110,3,235.74,0.0,707.22,184.55,South
200,2023-01-09 07:00:00,Customer_407,Corporate,Furniture,Product_210,2,405.32,0.0,810.64,49.57,East
201,2023-01-09 08:00:00,Customer_231,Consumer,Technology,Product_237,1,187.96,0.05,178.56,20.87,East
202,2023-01-09 09:00:00,Customer_237,Corporate,Office Supplies,Product_49,8,430.55,0.0,3444.4,619.92,South
203,2023-01-09 10:00:00,Customer_143,Home Office,Technology,Product_115,5,414.09,0.0,2070.45,606.43,East
204,2023-01-09 11:00:00,Customer_171,Home Office,Furniture,Product_155,1,48.47,0.0,48.47,11.95,Central
205,2023-01-09 12:00:00,Customer_29,Corporate,Technology,Product_137,9,295.47,0.0,2659.23,378.06,South
206,2023-01-09 13:00:00,Customer_36,Consumer,Furniture,Product_167,8,323.6,0.0,2588.8,591.51,South
207,2023-01-09 14:00:00,Customer_13,Corporate,Office Supplies,Product_199,4,10.42,0.0,41.68,11.79,South
208,2023-01-09 15:00:00,Customer_160,Consumer,Furniture,Product_71,8,490.16,0.0,3921.28,724.34,Central
209,2023-01-09 16:00:00,Customer_327,Corporate,Office Supplies,Product_7,7,209.22,0.0,1464.54,242.36,East
210,2023-01-09 17:00:00,Customer_187,Home Office,Office Supplies,Product_200,7,263.5,0.05,1752.28,329.86,West
211,2023-01-09 18:00:00,Customer_243,Consumer,Furniture,Product_67,1,105.45,0.0,105.45,13.49,West
212,2023-01-09 19:00:00,Customer_86,Consumer,Furniture,Product_138,6,309.35,0.1,1670.49,462.45,Central
213,2023-01-09 20:00:00,Customer_284,Consumer,Office Supplies,Product_242,4,407.2,0.0,1628.8,406.09,Central
214,2023-01-09 21:00:00,Customer_66,Home Office,Technology,Product_213,2,297.09,0.0,594.18,134.51,East
215,2023-01-09 22:00:00,Customer_170,Corporate,Furniture,Product_181,7,396.14,0.0,2772.98,547.03,West
216,2023-01-09 23:00:00,Customer_45,Home Office,Office Supplies,Product_254,9,368.24,0.0,3314.16,968.96,South
217,2023-01-10 00:00:00,Customer_62,Consumer,Office Supplies,Product_101,5,126.45,0.05,600.64,74.74,Central
218,2023-01-10 01:00:00,Customer_441,Corporate,Technology,Product_87,8,223.55,0.1,1609.56,194.41,West
219,2023-01-10 02:00:00,Customer_134,Home Office,Furniture,Product_185,5,82.83,0.0,414.15,45.78,South
220,2023-01-10 03:00:00,Customer_284,Consumer,Office Supplies,Product_91,7,30.55,0.0,213.85,50.35,South
221,2023-01-10 04:00:00,Customer_28,Consumer,Technology,Product_248,7,40.9,0.05,271.98,67.81,East
222,2023-01-10 05:00:00,Customer_108,Home Office,Office Supplies,Product_214,9,471.82,0.05,4034.06,803.9,Central
223,2023-01-10 06:00:00,Customer_44,Home Office,Furniture,Product_249,3,492.42,0.1,1329.53,283.19,South
224,2023-01-10 07:00:00,Customer_340,Home Office,Technology,Product_126,1,56.54,0.0,56.54,7.76,Central
225,2023-01-10 08:00:00,Customer_286,Consumer,Office Supplies,Product_4,2,174.24,0.05,331.06,19.84,West
226,2023-01-10 09:00:00,Customer_446,Home Office,Technology,Product_88,6,66.07,0.0,396.42,44.96,West
227,2023-01-10 10:00:00,Customer_331,Consumer,Furniture,Product_151,9,418.77,0.0,3768.93,739.0,Central
228,2023-01-10 11:00:00,Customer_128,Home Office,Technology,Product_176,3,253.19,0.0,759.57,192.35,South
229,2023-01-10 12:00:00,Customer_348,Consumer,Furniture,Product_211,2,314.42,0.0,628.84,153.62,South
230,2023-01-10 13:00:00,Customer_473,Consumer,Office Supplies,Product_259,1,274.56,0.0,274.56,26.05,West
231,2023-01-10 14:00:00,Customer_231,Corporate,Furniture,Product_91,2,358.02,0.0,716.04,45.01,South
232,2023-01-10 15:00:00,Customer_190,Home Office,Office Supplies,Product_259,3,166.37,0.0,499.11,131.09,South
233,2023-01-10 16:00:00,Customer_225,Home Office,Office Supplies,Product_191,7,77.37,0.0,541.59,37.31,West
234,2023-01-10 17:00:00,Customer_385,Consumer,Furniture,Product_81,2,18.63,0.0,37.26,5.53,East
235,2023-01-10 18:00:00,Customer_377,Consumer,Office Supplies,Product_138,5,228.39,0.0,1141.95,84.0,West
236,2023-01-10 19:00:00,Customer_283,Consumer,Technology,Product_126,2,454.84,0.0,909.68,173.76,Central
237,2023-01-10 20:00:00,Customer_446,Corporate,Office Supplies,Product_230,7,159.58,0.05,1061.21,149.45,East
238,2023-01-10 21:00:00,Customer_121,Corporate,Furniture,Product_20,8,106.02,0.0,848.16,85.34,Central
239,2023-01-10 22:00:00,Customer_116,Consumer,Technology,Product_49,8,463.76,0.0,3710.08,737.53,East
240,2023-01-10 23:00:00,Customer_461,Home Office,Technology,Product_135,8,61.67,0.1,444.02,62.54,East
241,2023-01-11 00:00:00,Customer_233,Home Office,Office Supplies,Product_29,9,35.38,0.0,318.42,29.2,West
242,2023-01-11 01:00:00,Customer_259,Corporate,Office Supplies,Product_48,1,440.91,0.05,418.86,94.25,West
243,2023-01-11 02:00:00,Customer_359,Corporate,Furniture,Product_269,1,353.45,0.0,353.45,91.61,Central
